query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
ABB87844	ABB87844	100.00	561	0	0	1	561	1	561	7.9e-07	48.8
ABB87844	AHN97094	96.79	561	18	0	1	561	1	561	1.7e-06	47.6
ABB87844	AGG27863	96.79	561	18	0	1	561	1	561	1.9e-06	47.5
ABB87844	AGG27706	96.79	561	18	0	1	561	1	561	1.9e-06	47.5
ABB87844	AGG27899	96.61	561	19	0	1	561	1	561	2e-06	47.4
ABB87844	AGL60617	96.43	561	20	0	1	561	1	561	2.1e-06	47.4
ABB87844	AGG27718	96.43	561	20	0	1	561	1	561	2.1e-06	47.4
ABB87844	AGL60775	96.26	561	21	0	1	561	1	561	2.2e-06	47.3
ABB87844	AEK49568	96.08	561	22	0	1	561	1	561	2.4e-06	47.2
ABB87844	AGL60823	95.90	561	23	0	1	561	1	561	2.5e-06	47.1
ABB87844	ACF74233	95.54	561	25	0	1	561	1	561	2.5e-06	47.1
ABB87844	AHZ43337	95.54	561	25	0	1	561	1	561	2.6e-06	47.1
ABB87844	AGL58994	95.72	561	24	0	1	561	1	561	2.7e-06	47.0
ABB87844	ACF20226	95.54	561	25	0	1	561	1	561	3e-06	46.9
ABB87844	AGL60763	95.37	561	26	0	1	561	1	561	3e-06	46.8
ABB87844	AEM75431	94.12	561	33	0	1	561	1	561	3.9e-06	46.5
ABB87844	AHM24205	88.06	561	67	0	1	561	1	561	2.2e-05	44.0
ABB87844	AGG53498	67.50	557	178	3	6	561	6	560	0.071	32.3
ABB87844	AGG53443	67.50	557	178	3	6	561	6	560	0.074	32.2
ABB87844	AHK10800	66.61	557	183	3	6	561	6	560	0.094	31.9
ABB87844	BAM63158	66.43	557	184	3	6	561	6	560	0.097	31.9
ABB87844	AAG10670	66.61	557	183	3	6	561	13	567	0.097	31.9
ABB87844	ABS89365	66.43	560	182	6	6	561	6	563	0.1	31.8
ABB87844	AHZ38875	65.89	557	187	3	6	561	6	560	0.1	31.7
ABB87844	AAC54377	66.55	559	182	5	6	561	6	562	0.11	31.7
ABB87844	ACZ48608	65.89	557	187	3	6	561	6	560	0.11	31.7
ABB87844	ACZ58384	67.28	544	176	2	18	561	19	560	0.12	31.6
ABB87844	AAG10650	65.84	565	187	6	1	561	8	570	0.12	31.6
ABB87844	AHN96602	66.13	558	186	3	4	561	6	560	0.12	31.5
ABB87844	ADI34061	66.13	564	186	5	1	561	1	562	0.12	31.5
ABB87844	ACL80025	65.95	558	187	3	4	561	6	560	0.13	31.5
ABB87844	ABI94581	66.01	559	185	5	6	561	6	562	0.13	31.4
ABB87844	AGG83064	65.77	558	188	3	4	561	6	560	0.13	31.4
ABB87844	AAR02640	66.01	559	185	5	6	561	13	569	0.13	31.4
ABB87844	AGL52805	65.41	558	190	3	4	561	6	560	0.13	31.4
ABB87844	ABI85011	65.24	561	188	7	6	561	6	564	0.13	31.4
ABB87844	AGL57025	65.41	558	190	3	4	561	6	560	0.14	31.4
ABB87844	ABR37440	66.55	559	182	5	6	561	6	562	0.14	31.3
ABB87844	AHN96530	65.59	558	189	3	4	561	6	560	0.14	31.3
ABB87844	ADV02479	65.66	562	190	3	1	561	1	560	0.14	31.3
ABB87844	ADI34060	65.60	564	189	5	1	561	1	562	0.15	31.2
ABB87844	AGL57850	65.05	558	193	2	4	561	6	561	0.16	31.1
ABB87844	ABI84602	65.41	558	190	3	4	561	6	560	0.16	31.1
ABB87844	AHZ42377	65.41	558	190	3	4	561	6	560	0.17	31.1
ABB87844	AET77666	65.23	558	191	3	4	561	6	560	0.17	31.1
ABB87844	AAD26938	64.70	558	194	3	4	561	6	560	0.17	31.1
ABB87844	ACZ48594	65.07	564	192	5	1	561	1	562	0.17	31.0
ABB87844	AFQ55689	64.66	566	189	11	4	561	6	568	0.18	31.0
ABB87844	ABI85000	64.60	565	190	10	4	561	6	567	0.19	30.9
ABB87844	AAC54380	65.30	559	189	5	6	561	6	562	0.19	30.9
ABB87844	CAA78263	64.82	560	191	6	6	561	6	563	0.24	30.5
ACF20226	ACF20226	100.00	561	0	0	1	561	1	561	4.2e-07	49.7
