1eo8	5hmg	100.00	199	0	0	1	199	1	199	6e-150	 412
1eo8	3ztj	100.00	199	0	0	1	199	1	199	6e-150	 412
1eo8	3eym	100.00	199	0	0	1	199	1	199	6e-150	 412
1eo8	2ypg	100.00	199	0	0	1	199	1	199	6e-150	 412
1eo8	1qfu	100.00	199	0	0	1	199	1	199	6e-150	 412
1eo8	1ken	100.00	199	0	0	1	199	1	199	6e-150	 412
1eo8	1hgj	100.00	199	0	0	1	199	1	199	6e-150	 412
1eo8	1hgi	100.00	199	0	0	1	199	1	199	6e-150	 412
1eo8	1hgh	100.00	199	0	0	1	199	1	199	6e-150	 412
1eo8	1hgg	100.00	199	0	0	1	199	1	199	6e-150	 412
1eo8	1hgf	100.00	199	0	0	1	199	1	199	6e-150	 412
1eo8	1ha0	100.00	199	0	0	1	199	1	199	6e-150	 412
1eo8	1eo8	100.00	199	0	0	1	199	1	199	6e-150	 412
1eo8	4nm8	99.50	199	1	0	1	199	1	199	1e-149	 411
1eo8	4fqy	99.50	199	1	0	1	199	1	199	1e-149	 411
1eo8	4fqr	99.50	199	1	0	1	199	1	199	1e-149	 411
1eo8	4fp8	99.50	199	1	0	1	199	1	199	1e-149	 411
1eo8	4fnk	99.50	199	1	0	1	199	1	199	1e-149	 411
1eo8	3sdy	99.50	199	1	0	1	199	1	199	1e-149	 411
1eo8	2viu	99.50	199	1	0	1	199	1	199	3e-149	 410
1eo8	4hmg	99.50	199	1	0	1	199	1	199	5e-149	 410
1eo8	3hmg	99.50	199	1	0	1	199	1	199	5e-149	 410
1eo8	3vun	98.99	199	2	0	1	199	1	199	5e-149	 409
1eo8	2hmg	99.50	199	1	0	1	199	1	199	6e-149	 409
1eo8	1hge	99.50	199	1	0	1	199	1	199	8e-149	 409
1eo8	1hgd	99.50	199	1	0	1	199	1	199	8e-149	 409
1eo8	1mqn	93.97	199	12	0	1	199	1	199	4e-142	 392
1eo8	1mqm	93.97	199	12	0	1	199	1	199	4e-142	 392
1eo8	1mql	93.97	199	12	0	1	199	1	199	4e-142	 392
1eo8	4o58	91.46	199	17	0	1	199	1	199	1e-138	 383
1eo8	4gms	91.46	199	17	0	1	199	1	199	1e-138	 383
1eo8	4wa2	89.45	199	21	0	1	199	1	199	1e-136	 378
1eo8	4wa1	89.45	199	21	0	1	199	1	199	1e-136	 378
1eo8	4uo3	84.42	199	31	0	1	199	1	199	3e-131	 365
1eo8	4uo2	84.42	199	31	0	1	199	1	199	3e-131	 365
1eo8	4uo1	84.42	199	31	0	1	199	1	199	3e-131	 365
1eo8	4uo0	84.42	199	31	0	1	199	1	199	3e-131	 365
1eo8	4unz	83.92	199	32	0	1	199	1	199	4e-131	 364
1eo8	4uny	83.92	199	32	0	1	199	1	199	4e-131	 364
1eo8	4unx	83.92	199	32	0	1	199	1	199	4e-131	 364
1eo8	4uoa	83.42	199	33	0	1	199	1	199	3e-129	 359
1eo8	4uo9	83.42	199	33	0	1	199	1	199	3e-129	 359
1eo8	4uo8	83.42	199	33	0	1	199	1	199	3e-129	 359
1eo8	4uo7	83.42	199	33	0	1	199	1	199	3e-129	 359
1eo8	4uo6	83.42	199	33	0	1	199	1	199	3e-129	 359
1eo8	4uo5	83.42	199	33	0	1	199	1	199	3e-129	 359
1eo8	4uo4	83.42	199	33	0	1	199	1	199	3e-129	 359
1eo8	2yp5	78.39	199	43	0	1	199	1	199	2e-118	 332
1eo8	2yp4	78.39	199	43	0	1	199	1	199	2e-118	 332
1eo8	2yp3	78.39	199	43	0	1	199	1	199	2e-118	 332
1eo8	2yp2	78.39	199	43	0	1	199	1	199	2e-118	 332
1eo8	2yp9	77.89	199	44	0	1	199	1	199	1e-117	 330
1eo8	2yp8	77.89	199	44	0	1	199	1	199	1e-117	 330
1eo8	2yp7	77.89	199	44	0	1	199	1	199	1e-117	 330
1eo8	4kvn	76.88	199	46	0	1	199	1	199	1e-115	 325
1eo8	4o5n	75.88	199	48	0	1	199	1	199	2e-115	 324
1eo8	4o5i	75.88	199	48	0	1	199	1	199	2e-115	 324
1eo8	3eyk	60.10	198	78	1	1	197	1	198	3e-86	 250
1eo8	3eyj	60.10	198	78	1	1	197	1	198	3e-86	 250
1eo8	4cz0	37.50	200	122	2	1	197	1	200	2e-47	 150
1eo8	4cyz	37.50	200	122	2	1	197	1	200	2e-47	 150
1eo8	4cyw	37.50	200	122	2	1	197	1	200	2e-47	 150
1eo8	4cyv	37.50	200	122	2	1	197	1	200	2e-47	 150
1eo8	4d00	36.50	200	124	2	1	197	1	200	8e-46	 147
1eo8	4qy2	36.50	200	124	2	1	197	1	200	9e-46	 146
1eo8	4qy1	36.50	200	124	2	1	197	1	200	9e-46	 146
1eo8	4qy0	36.50	200	124	2	1	197	1	200	9e-46	 146
1eo8	4gxx	38.42	203	119	4	1	197	1	203	9e-44	 141
1eo8	4n64	35.23	193	122	2	1	191	1	192	2e-43	 140
1eo8	4n63	35.23	193	122	2	1	191	1	192	2e-43	 140
1eo8	4n62	35.23	193	122	2	1	191	1	192	2e-43	 140
1eo8	4n61	35.23	193	122	2	1	191	1	192	2e-43	 140
1eo8	4n60	35.23	193	122	2	1	191	1	192	2e-43	 140
1eo8	4n5k	35.23	193	122	2	1	191	1	192	2e-43	 140
1eo8	4n5j	35.23	193	122	2	1	191	1	192	2e-43	 140
1eo8	4ln8	35.23	193	122	2	1	191	1	192	2e-43	 140
1eo8	4ln6	35.23	193	122	2	1	191	1	192	2e-43	 140
1eo8	4kon	35.23	193	122	2	1	191	1	192	2e-43	 140
1eo8	4bsf	35.23	193	122	2	1	191	1	192	2e-43	 140
1eo8	4bse	35.23	193	122	2	1	191	1	192	2e-43	 140
1eo8	4juj	37.93	203	120	4	1	197	1	203	4e-43	 140
1eo8	4juh	37.93	203	120	4	1	197	1	203	4e-43	 140
1eo8	4jug	37.93	203	120	4	1	197	1	203	4e-43	 140
1eo8	4bsi	35.23	193	122	2	1	191	1	192	4e-43	 139
1eo8	4bsh	35.23	193	122	2	1	191	1	192	4e-43	 139
1eo8	4bsg	35.23	193	122	2	1	191	1	192	4e-43	 139
1eo8	1ti8	35.23	193	122	2	1	191	1	192	4e-43	 139
1eo8	4dj8	35.75	193	121	2	1	191	1	192	4e-43	 139
1eo8	4dj7	35.75	193	121	2	1	191	1	192	4e-43	 139
1eo8	4dj6	35.75	193	121	2	1	191	1	192	4e-43	 139
1eo8	4bsd	35.23	193	122	2	1	191	1	192	6e-43	 139
1eo8	4bsc	35.23	193	122	2	1	191	1	192	6e-43	 139
1eo8	4bsb	35.23	193	122	2	1	191	1	192	6e-43	 139
