p_id,sero,sero
ABB87844,H10N7
ACF20226,H10N7
ACF74233,H10N7
AEK49568,H10N7
AEM75431,H10N7
AGG27706,H10N7
AGG27718,H10N7
AGG27863,H10N7
AGG27899,H10N7
AGL58994,H10N7
AGL60617,H10N7
AGL60763,H10N7
AGL60775,H10N7
AGL60823,H10N7
AHM24205,H10N8
AHN97094,H10N8
AHZ43337,H10N3
ACT33159,H1N1
ADF58349,H1N1
ADG85225,H1N1
ADG85233,H1N1
ADI52834,H1N1
ADI52836,H1N1
ADI52837,H1N1
ADM23846,H1N1
ADM23847,H1N1
ADM23851,H1N1
ADP05204,H1N1
ADT64317,H1N1
ADW93789,H1N1
AEA29595,H1N1
AEB80459,H1N1
AEF28999,H1N1
AEF33067,H1N1
AEJ82796,H1N1
AEM63482,H1N1
AEN55513,H1N1
AEV40002,H1N1
AEZ01103,H1N1
AFE02952,H1N1
AFF57124,H1N1
AFM46517,H1N1
AFM46518,H1N1
AFM46639,H1N1
AFM46999,H1N1
AFN18875,H1N1
AFP36183,H1N1
AFQ37281,H1N1
AFX65229,H1N1
AGA19235,H1N1
AGA19305,H1N1
AGC13458,H1N1
AGE84002,H1N1
AGF37648,H1N1
AGG86873,H1N1
AGI52981,H1N1
AGI52989,H1N1
AGI54182,H1N1
AGJ73367,H1N1
AGK72773,H1N1
AGK73228,H1N1
AGK73290,H1N1
AGL04595,H1N1
AGL04629,H1N1
AGL05056,H1N1
AGO86678,H1N1
AGT18720,H1N1
AGT18721,H1N1
AGT18723,H1N1
AGT18724,H1N1
AGU92777,H1N1
AGW83306,H1N1
AGW83314,H1N1
AHA38580,H1N1
AHA57090,H1N1
AHF20501,H1N1
AHG26890,H1N1
AHJ57430,H1N1
AHJ57431,H1N1
AHJ57435,H1N1
AHN19444,H1N1
AHV83802,H1N1
AHX38144,H1N1
AHY84466,H1N1
AIA66646,H1N1
AIB06034,H1N1
AIC73740,H1N1
AIC73767,H1N1
AIC73827,H1N1
AIC73834,H1N1
BAJ06679,H1N1
BAM37808,H1N1
CCD31011,H1N1
BAI94576,H1N1
BAJ40004,H1N1
ACS78026,H1N1
ACV70734,H1N1
AFB70317,H1N1
ACZ16520,H1N1
ACZ61118,H1N1
ACZ96889,H1N1
ADB81439,H1N1
ADB89281,H1N1
ADD23162,H1N1
ADD96936,H1N1
ADO29901,H1N1
ADO29908,H1N1
ADL32414,H1N1
AEO01499,H1N1
AEO01598,H1N1
AEO01612,H1N1
ADM23842,H1N1
ADO14359,H1N1
AEM63475,H1N1
AEM63500,H1N1
AEH59624,H1N1
AEJ10440,H1N1
AEW25367,H1N1
AEW25528,H1N1
AEW25590,H1N1
AEL89681,H1N1
AFJ78661,H1N1
ACR81633,H1N1
ACS71656,H1N1
ACU13094,H1N1
ACX36501,H1N1
ADA83043,H1N1
ADJ18171,H1N1
AEA48985,H1N1
AEJ82788,H1N1
AEJ82792,H1N1
AEV40049,H1N1
AEV40056,H1N1
AEZ01107,H1N1
AFB77618,H1N1
AAD05216,H1N2
AAD05217,H1N2
AAD05218,H1N2
AAK71687,H1N2
AAL29715,H1N2
AAL87867,H1N2
AAL87868,H1N2
AAO65612,H1N2
ABA08508,H1N2
ABB03134,H1N2
ABG34254,H1N2
ABK57092,H1N2
ABQ42444,H1N2
ABS53363,H1N2
ABS53372,H1N2
ABW81532,H1N2
ABY40410,H1N2
ACE77933,H1N2
ACE77937,H1N2
ACI32741,H1N2
ACN90994,H1N2
ACO07051,H1N2
ACR39190,H1N2
ACT97067,H1N2
ACU82395,H1N2
ADB82656,H1N2
ADE75148,H1N2
ADJ80234,H1N2
ADK26592,H1N2
ADK48778,H1N2
ADO65971,H1N2
ADP05208,H1N2
ADR01746,H1N2
ADR51661,H1N2
ADR51662,H1N2
ADR51668,H1N2
ADR51669,H1N2
ADU85891,H1N2
ADU85893,H1N2
ADU85894,H1N2
ADV19281,H1N2
ADV69078,H1N2
ADV69091,H1N2
ADV69097,H1N2
ADV69106,H1N2
ADX31845,H1N2
ADY71223,H1N2
ADY71438,H1N2
ADY72576,H1N2
ADY80044,H1N2
AEF33066,H1N2
AEH42785,H1N2
AEI30057,H1N2
AEN68575,H1N2
AEN68577,H1N2
AEN68581,H1N2
AEO91855,H1N2
AEP17073,H1N2
AEP17078,H1N2
AEW31134,H1N2
AEX30519,H1N2
AEZ54197,H1N2
AFC98271,H1N2
AFC98273,H1N2
AFH76985,H1N2
AFI44374,H1N2
AFI62127,H1N2
AFI62138,H1N2
AFI62139,H1N2
AFI62151,H1N2
AFI62154,H1N2
AFJ19065,H1N2
AFM46519,H1N2
AFM46633,H1N2
AFM46642,H1N2
AFM46643,H1N2
AFM46654,H1N2
AFM46659,H1N2
AFM46839,H1N2
AFM46852,H1N2
AFM46856,H1N2
AFN06490,H1N2
AFN66856,H1N2
AFO83000,H1N2
AFP36088,H1N2
AFR75836,H1N2
AFR75854,H1N2
AFR75892,H1N2
AFR75914,H1N2
AFR76173,H1N2
AFR76344,H1N2
AFR76396,H1N2
AFR76471,H1N2
AFR76498,H1N2
AFR76539,H1N2
AFR76783,H1N2
AFU08580,H1N2
AFU08704,H1N2
AFU08812,H1N2
AFU08816,H1N2
AFU08860,H1N2
AFU08884,H1N2
AFU08908,H1N2
AFU08956,H1N2
AFU09062,H1N2
AFU09064,H1N2
AFU09933,H1N2
AFU09985,H1N2
AFU10169,H1N2
AFU10181,H1N2
AFV31477,H1N2
AFW16001,H1N2
AFX65236,H1N2
AFX65251,H1N2
AFX65259,H1N2
AFZ15893,H1N2
AGB84989,H1N2
AGB98447,H1N2
AGC13633,H1N2
AGC73203,H1N2
AGE83982,H1N2
AGF68987,H1N2
AGG12643,H1N2
AGG53738,H1N2
AGG86729,H1N2
AGH30710,H1N2
AGI41250,H1N2
AGK24455,H1N2
AGK62683,H1N2
AGL04214,H1N2
AGL04337,H1N2
AGL07472,H1N2
AGM16027,H1N2
AGM16031,H1N2
AGN28824,H1N2
AGN49381,H1N2
AGN69593,H1N2
AGN69613,H1N2
AGN69629,H1N2
AGO00337,H1N2
AGO59894,H1N2
AGR45141,H1N2
AGR45144,H1N2
AGR45311,H1N2
AGS41692,H1N2
AGT37102,H1N2
AGU69969,H1N2
AGX00886,H1N2
AGY14421,H1N2
AGZ62363,H1N2
AHA57131,H1N2
AHA57155,H1N2
AHB21075,H1N2
AHB21219,H1N2
AHB21460,H1N2
AHB22927,H1N2
AHB23071,H1N2
AHB59452,H1N2
AHB73620,H1N2
AHC69370,H1N2
AHD25046,H1N2
AHD25285,H1N2
AHG26596,H1N2
AHG26608,H1N2
AHG26632,H1N2
AHG26648,H1N2
AHG26717,H1N2
AHG26737,H1N2
AHH25330,H1N2
AHI43338,H1N2
AHJ02873,H1N2
AHL81541,H1N2
AHM24143,H1N2
AHN01260,H1N2
AHW46580,H1N2
AHW46681,H1N2
AHW83238,H1N2
AHY20935,H1N2
AHY95005,H1N2
AHZ65633,H1N2
AHZ65657,H1N2
AHZ65725,H1N2
AHZ65761,H1N2
AHZ65769,H1N2
AIA24435,H1N2
AIB06038,H1N2
AIB06050,H1N2
AIB06082,H1N2
BAG49619,H1N2
BAI83388,H1N2
BAK23275,H1N2
BAM78376,H1N2
BAN14734,H1N2
BAN14735,H1N2
BAN14742,H1N2
CAP49192,H1N2
CCQ71983,H1N2
AAA72339,H1N1
AAA92280,H1N1
AAD17229,H1N1
AAD25309,H1N1
AAD25312,H1N1
AAF87283,H1N1
AAF87284,H1N1
AAK70452,H1N1
AAK70454,H1N1
AAK70456,H1N1
AAM75158,H1N1
AAP34322,H1N1
AAP60037,H1N1
AAU25851,H1N1
ABB82216,H1N1
ABB86946,H1N1
ABD15258,H1N1
ABD59847,H1N1
ABD59848,H1N1
ABD59849,H1N1
ABD60955,H1N1
ABD61735,H1N1
ABD62843,H1N1
ABD79101,H1N1
ABD79112,H1N1
ABD95031,H1N1
ABF21276,H1N1
ABF21278,H1N1
ABI20826,H1N1
ABI20870,H1N1
ABI21519,H1N1
ABI95261,H1N1
ABK57093,H1N1
ABN51066,H1N1
ABO32981,H1N1
ABO32992,H1N1
ABO38340,H1N1
ABO38351,H1N1
ABO38362,H1N1
ABO38373,H1N1
ABO38384,H1N1
ABO52280,H1N1
ABP49327,H1N1
ABP49481,H1N1
ABS00315,H1N1
ABS71668,H1N1
ABS71672,H1N1
ABU80265,H1N1
ABW36333,H1N1
ABW39883,H1N1
ABW40114,H1N1
ABW81507,H1N1
ABW91526,H1N1
ABW94127,H1N1
